HLS_ID,DIST_ID,MGRStile,sensingTime,availableTime,downloadTime,processedTime,softwareVersion,percentData,percentAnomaly,Errors,
HLS.S30.T20LRH.2022002T141729.v2.0,DIST-ALERT_2022002T141729_S30_T20LRH_v0.1,20LRH,,,2022-04-07T00:06:23Z,,,,,NA,
HLS.S30.T20LRH.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20LRH_v0.1,20LRH,,,2022-01-06T09:36:50Z,,,,,NA,
HLS.S30.T20LRH.2022007T141741.v2.0,DIST-ALERT_2022007T141741_S30_T20LRH_v0.1,20LRH,,,2022-04-07T12:47:32Z,,,,,NA,
HLS.S30.T20LRJ.2022002T141729.v2.0,DIST-ALERT_2022002T141729_S30_T20LRJ_v0.1,20LRJ,,,2022-04-07T00:09:24Z,,,,,NA,
HLS.S30.T20LRJ.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20LRJ_v0.1,20LRJ,,,2022-04-07T04:41:11Z,,,,,NA,
HLS.S30.T20LRJ.2022007T141741.v2.0,DIST-ALERT_2022007T141741_S30_T20LRJ_v0.1,20LRJ,,,2022-04-07T12:43:29Z,,,,,NA,
HLS.S30.T20LRJ.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T20LRJ_v0.1,20LRJ,,,2022-04-07T17:49:04Z,,,,,NA,
HLS.S30.T20LRK.2022002T141729.v2.0,DIST-ALERT_2022002T141729_S30_T20LRK_v0.1,20LRK,,,2022-04-07T00:13:06Z,,,,,NA,
HLS.S30.T20LRK.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20LRK_v0.1,20LRK,,,2022-04-07T04:49:23Z,,,,,NA,
HLS.S30.T20LRK.2022007T141741.v2.0,DIST-ALERT_2022007T141741_S30_T20LRK_v0.1,20LRK,,,2022-04-07T12:07:19Z,,,,,NA,
HLS.S30.T20LRL.2022002T141729.v2.0,DIST-ALERT_2022002T141729_S30_T20LRL_v0.1,20LRL,,,2022-04-07T00:05:05Z,,,,,NA,
HLS.S30.T20LRL.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20LRL_v0.1,20LRL,,,2022-04-07T04:51:09Z,,,,,NA,
HLS.S30.T20LRL.2022007T141741.v2.0,DIST-ALERT_2022007T141741_S30_T20LRL_v0.1,20LRL,,,2022-04-07T12:47:06Z,,,,,NA,
HLS.S30.T20LRM.2022002T141729.v2.0,DIST-ALERT_2022002T141729_S30_T20LRM_v0.1,20LRM,,,2022-01-04T07:47:55Z,,,,,NA,
HLS.S30.T20LRM.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20LRM_v0.1,20LRM,,,2022-04-07T04:50:44Z,,,,,NA,
HLS.S30.T20LRM.2022007T141741.v2.0,DIST-ALERT_2022007T141741_S30_T20LRM_v0.1,20LRM,,,2022-04-07T12:38:28Z,,,,,NA,
HLS.S30.T20LRN.2022002T141729.v2.0,DIST-ALERT_2022002T141729_S30_T20LRN_v0.1,20LRN,,,2022-04-07T00:04:05Z,,,,,NA,
HLS.S30.T20LRN.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20LRN_v0.1,20LRN,,,2022-04-07T04:53:06Z,,,,,NA,
HLS.S30.T20LRN.2022007T141741.v2.0,DIST-ALERT_2022007T141741_S30_T20LRN_v0.1,20LRN,,,2022-04-07T12:40:28Z,,,,,NA,
HLS.S30.T20LRP.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20LRP_v0.1,20LRP,,,2022-01-06T07:03:38Z,,,,,NA,
HLS.S30.T20LRP.2022007T141741.v2.0,DIST-ALERT_2022007T141741_S30_T20LRP_v0.1,20LRP,,,2022-04-07T12:45:43Z,,,,,NA,
HLS.S30.T20LRQ.2022007T141741.v2.0,DIST-ALERT_2022007T141741_S30_T20LRQ_v0.1,20LRQ,,,2022-04-07T12:44:03Z,,,,,NA,
HLS.S30.T22LBH.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LBH_v0.1,22LBH,,,2022-04-07T02:40:08Z,,,,,NA,
HLS.S30.T22LBH.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LBH_v0.1,22LBH,,,2022-04-07T07:18:27Z,,,,,NA,
HLS.S30.T22LBH.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T22LBH_v0.1,22LBH,,,2022-04-07T15:27:32Z,,,,,NA,
HLS.L30.T22LBH.2022007T133941.v2.0,DIST-ALERT_2022007T133941_L30_T22LBH_v0.1,22LBH,,,2022-01-09T07:23:06Z,,,,,NA,
HLS.S30.T22LBJ.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LBJ_v0.1,22LBJ,,,2022-01-05T10:51:45Z,,,,,NA,
HLS.S30.T22LBJ.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LBJ_v0.1,22LBJ,,,2022-04-07T07:14:07Z,,,,,NA,
HLS.S30.T22LBJ.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T22LBJ_v0.1,22LBJ,,,2022-04-07T15:24:31Z,,,,,NA,
HLS.L30.T22LBJ.2022007T133917.v2.0,DIST-ALERT_2022007T133917_L30_T22LBJ_v0.1,22LBJ,,,2022-01-09T07:34:39Z,,,,,NA,
HLS.S30.T22LBK.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LBK_v0.1,22LBK,,,2022-04-07T02:49:01Z,,,,,NA,
HLS.L30.T22LBK.2022007T133917.v2.0,DIST-ALERT_2022007T133917_L30_T22LBK_v0.1,22LBK,,,2022-01-11T00:16:45Z,,,,,NA,
HLS.S30.T22LBL.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LBL_v0.1,22LBL,,,2022-04-07T02:47:48Z,,,,,NA,
HLS.S30.T22LBM.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LBM_v0.1,22LBM,,,2022-04-07T02:52:51Z,,,,,NA,
HLS.S30.T22LBN.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LBN_v0.1,22LBN,,,2022-04-07T02:50:52Z,,,,,NA,
HLS.S30.T22LBP.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LBP_v0.1,22LBP,,,2022-04-07T02:41:17Z,,,,,NA,
HLS.S30.T22LBQ.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LBQ_v0.1,22LBQ,,,2022-04-07T02:51:37Z,,,,,NA,
HLS.S30.T22LCH.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LCH_v0.1,22LCH,,,2022-04-07T02:49:36Z,,,,,NA,
HLS.S30.T22LCH.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LCH_v0.1,22LCH,,,2022-04-07T07:19:19Z,,,,,NA,
HLS.S30.T22LCH.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T22LCH_v0.1,22LCH,,,2022-04-07T15:30:31Z,,,,,NA,
HLS.S30.T22LCJ.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LCJ_v0.1,22LCJ,,,2022-04-07T02:50:20Z,,,,,NA,
HLS.S30.T22LCJ.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LCJ_v0.1,22LCJ,,,2022-04-07T07:06:13Z,,,,,NA,
HLS.S30.T22LCJ.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T22LCJ_v0.1,22LCJ,,,2022-04-07T15:27:39Z,,,,,NA,
HLS.S30.T22LCK.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LCK_v0.1,22LCK,,,2022-04-07T02:52:12Z,,,,,NA,
HLS.L30.T22LCK.2022007T133917.v2.0,DIST-ALERT_2022007T133917_L30_T22LCK_v0.1,22LCK,,,2022-01-11T00:13:44Z,,,,,NA,
HLS.S30.T22LCL.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LCL_v0.1,22LCL,,,2022-04-07T02:47:38Z,,,,,NA,
HLS.S30.T22LCL.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LCL_v0.1,22LCL,,,2022-04-07T07:17:04Z,,,,,NA,
HLS.S30.T22LCM.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LCM_v0.1,22LCM,,,2022-04-07T02:40:50Z,,,,,NA,
HLS.S30.T22LCM.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LCM_v0.1,22LCM,,,2022-04-07T07:16:09Z,,,,,NA,
HLS.S30.T22LCN.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LCN_v0.1,22LCN,,,2022-04-07T02:52:55Z,,,,,NA,
HLS.S30.T22LCN.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LCN_v0.1,22LCN,,,2022-04-07T07:16:26Z,,,,,NA,
HLS.S30.T22LCN.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22LCN_v0.1,22LCN,,,2022-01-12T08:03:38Z,,,,,NA,
HLS.S30.T22LCP.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LCP_v0.1,22LCP,,,2022-04-07T02:40:26Z,,,,,NA,
HLS.S30.T22LCQ.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LCQ_v0.1,22LCQ,,,2022-04-07T02:47:18Z,,,,,NA,
HLS.S30.T22LDH.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LDH_v0.1,22LDH,,,2022-04-07T07:12:18Z,,,,,NA,
HLS.S30.T22LDJ.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LDJ_v0.1,22LDJ,,,2022-04-07T07:13:21Z,,,,,NA,
HLS.S30.T22LDK.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LDK_v0.1,22LDK,,,2022-04-07T07:12:04Z,,,,,NA,
HLS.S30.T22LDL.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LDL_v0.1,22LDL,,,2022-04-07T07:08:11Z,,,,,NA,
HLS.S30.T22LDM.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LDM_v0.1,22LDM,,,2022-04-07T02:50:13Z,,,,,NA,
HLS.S30.T22LDM.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22LDM_v0.1,22LDM,,,2022-04-07T20:24:43Z,,,,,NA,
HLS.S30.T22LDN.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LDN_v0.1,22LDN,,,2022-04-07T02:47:57Z,,,,,NA,
HLS.S30.T22LDN.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LDN_v0.1,22LDN,,,2022-04-07T07:15:00Z,,,,,NA,
HLS.S30.T22LDN.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22LDN_v0.1,22LDN,,,2022-04-07T20:41:34Z,,,,,NA,
HLS.S30.T22LDP.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LDP_v0.1,22LDP,,,2022-04-07T02:34:23Z,,,,,NA,
HLS.S30.T22LDP.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LDP_v0.1,22LDP,,,2022-04-07T07:15:42Z,,,,,NA,
HLS.S30.T22LDQ.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22LDQ_v0.1,22LDQ,,,2022-04-07T02:50:46Z,,,,,NA,
HLS.S30.T22LDQ.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LDQ_v0.1,22LDQ,,,2022-04-07T07:15:38Z,,,,,NA,
HLS.S30.T22LDQ.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22LDQ_v0.1,22LDQ,,,2022-01-12T11:09:46Z,,,,,NA,
HLS.S30.T22LEH.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22LEH_v0.1,22LEH,,,2022-04-07T00:01:16Z,,,,,NA,
HLS.S30.T22LEH.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LEH_v0.1,22LEH,,,2022-04-07T07:11:31Z,,,,,NA,
HLS.L30.T22LEH.2022002T132109.v2.0,DIST-ALERT_2022002T132109_L30_T22LEH_v0.1,22LEH,,,2022-01-04T08:00:40Z,,,,,NA,
HLS.S30.T22LEJ.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22LEJ_v0.1,22LEJ,,,2022-04-07T00:13:31Z,,,,,NA,
HLS.S30.T22LEJ.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LEJ_v0.1,22LEJ,,,2022-04-07T07:20:48Z,,,,,NA,
HLS.L30.T22LEJ.2022002T132045.v2.0,DIST-ALERT_2022002T132045_L30_T22LEJ_v0.1,22LEJ,,,2022-01-04T17:40:43Z,,,,,NA,
HLS.S30.T22LEK.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22LEK_v0.1,22LEK,,,2022-04-07T00:11:45Z,,,,,NA,
HLS.S30.T22LEK.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LEK_v0.1,22LEK,,,2022-04-07T07:15:08Z,,,,,NA,
HLS.L30.T22LEK.2022002T132045.v2.0,DIST-ALERT_2022002T132045_L30_T22LEK_v0.1,22LEK,,,2022-01-04T07:46:46Z,,,,,NA,
HLS.S30.T22LEL.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LEL_v0.1,22LEL,,,2022-04-07T07:04:26Z,,,,,NA,
HLS.S30.T22LEN.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LEN_v0.1,22LEN,,,2022-04-07T07:17:53Z,,,,,NA,
HLS.S30.T22LEP.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LEP_v0.1,22LEP,,,2022-04-07T07:00:34Z,,,,,NA,
HLS.S30.T22LEP.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22LEP_v0.1,22LEP,,,2022-04-07T20:38:53Z,,,,,NA,
HLS.S30.T22LEQ.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LEQ_v0.1,22LEQ,,,2022-04-07T07:19:00Z,,,,,NA,
HLS.S30.T22LEQ.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22LEQ_v0.1,22LEQ,,,2022-04-07T20:47:56Z,,,,,NA,
HLS.S30.T22LFH.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22LFH_v0.1,22LFH,,,2022-04-07T00:05:53Z,,,,,NA,
HLS.L30.T22LFH.2022002T132109.v2.0,DIST-ALERT_2022002T132109_L30_T22LFH_v0.1,22LFH,,,2022-01-04T08:01:52Z,,,,,NA,
HLS.S30.T22LFJ.2022002T133231.v2.0,DIST-ALERT_2022002T133231_S30_T22LFJ_v0.1,22LFJ,,,2022-04-07T00:14:16Z,,,,,NA,
HLS.S30.T22LFJ.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LFJ_v0.1,22LFJ,,,2022-04-07T07:02:40Z,,,,,NA,
HLS.L30.T22LFJ.2022002T132045.v2.0,DIST-ALERT_2022002T132045_L30_T22LFJ_v0.1,22LFJ,,,2022-01-04T07:57:49Z,,,,,NA,
HLS.S30.T22LFK.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LFK_v0.1,22LFK,,,2022-04-07T07:20:39Z,,,,,NA,
HLS.L30.T22LFK.2022002T132045.v2.0,DIST-ALERT_2022002T132045_L30_T22LFK_v0.1,22LFK,,,2022-01-06T00:19:13Z,,,,,NA,
HLS.S30.T22LFL.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LFL_v0.1,22LFL,,,2022-04-07T07:18:03Z,,,,,NA,
HLS.L30.T22LFL.2022002T132045.v2.0,DIST-ALERT_2022002T132045_L30_T22LFL_v0.1,22LFL,,,2022-01-06T00:16:42Z,,,,,NA,
HLS.S30.T22LFM.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LFM_v0.1,22LFM,,,2022-04-07T07:20:39Z,,,,,NA,
HLS.S30.T22LFM.2022007T133219.v2.0,DIST-ALERT_2022007T133219_S30_T22LFM_v0.1,22LFM,,,2022-04-07T12:15:27Z,,,,,NA,
HLS.S30.T22LFN.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LFN_v0.1,22LFN,,,2022-04-07T06:58:00Z,,,,,NA,
HLS.S30.T22LFN.2022007T133219.v2.0,DIST-ALERT_2022007T133219_S30_T22LFN_v0.1,22LFN,,,2022-04-07T12:40:26Z,,,,,NA,
HLS.S30.T22LFP.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LFP_v0.1,22LFP,,,2022-04-07T07:17:44Z,,,,,NA,
HLS.S30.T22LFP.2022007T133219.v2.0,DIST-ALERT_2022007T133219_S30_T22LFP_v0.1,22LFP,,,2022-04-07T12:27:00Z,,,,,NA,
HLS.L30.T22LFP.2022002T131933.v2.0,DIST-ALERT_2022002T131933_L30_T22LFP_v0.1,22LFP,,,2022-01-06T00:12:43Z,,,,,NA,
HLS.S30.T22LFQ.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22LFQ_v0.1,22LFQ,,,2022-04-07T07:19:41Z,,,,,NA,
HLS.S30.T22LFQ.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22LFQ_v0.1,22LFQ,,,2022-04-07T20:46:09Z,,,,,NA,
HLS.S30.T21KTA.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21KTA_v0.1,21KTA,,,2022-04-07T04:41:20Z,,,,,NA,
HLS.S30.T21KTA.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21KTA_v0.1,21KTA,,,2022-04-07T17:53:41Z,,,,,NA,
HLS.L30.T21KTA.2022003T140448.v2.0,DIST-ALERT_2022003T140448_L30_T21KTA_v0.1,21KTA,,,2022-01-05T07:44:47Z,,,,,NA,
HLS.S30.T21KTB.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21KTB_v0.1,21KTB,,,2022-04-07T04:52:16Z,,,,,NA,
HLS.S30.T21KTB.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21KTB_v0.1,21KTB,,,2022-04-07T18:01:02Z,,,,,NA,
HLS.L30.T21KTB.2022003T140448.v2.0,DIST-ALERT_2022003T140448_L30_T21KTB_v0.1,21KTB,,,2022-01-07T00:33:43Z,,,,,NA,
HLS.S30.T21KTT.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21KTT_v0.1,21KTT,,,2022-04-06T21:33:49Z,,,,,NA,
HLS.S30.T21KTT.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21KTT_v0.1,21KTT,,,2022-04-07T04:31:24Z,,,,,NA,
HLS.S30.T21KTT.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21KTT_v0.1,21KTT,,,2022-04-07T09:39:44Z,,,,,NA,
HLS.S30.T21KTT.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21KTT_v0.1,21KTT,,,2022-04-07T18:00:59Z,,,,,NA,
HLS.L30.T21KTT.2022005T135314.v2.0,DIST-ALERT_2022005T135314_L30_T21KTT_v0.1,21KTT,,,2022-01-07T07:48:47Z,,,,,NA,
HLS.S30.T21KTU.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21KTU_v0.1,21KTU,,,2022-04-06T21:20:54Z,,,,,NA,
HLS.S30.T21KTU.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21KTU_v0.1,21KTU,,,2022-04-07T04:51:53Z,,,,,NA,
HLS.S30.T21KTU.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21KTU_v0.1,21KTU,,,2022-04-07T09:56:53Z,,,,,NA,
HLS.S30.T21KTU.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21KTU_v0.1,21KTU,,,2022-04-07T17:51:18Z,,,,,NA,
HLS.L30.T21KTU.2022005T135314.v2.0,DIST-ALERT_2022005T135314_L30_T21KTU_v0.1,21KTU,,,2022-01-09T00:20:35Z,,,,,NA,
HLS.S30.T21KTV.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21KTV_v0.1,21KTV,,,2022-04-07T04:52:54Z,,,,,NA,
HLS.S30.T21KTV.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21KTV_v0.1,21KTV,,,2022-04-07T17:55:20Z,,,,,NA,
HLS.S30.T21KUA.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21KUA_v0.1,21KUA,,,2022-04-06T21:20:56Z,,,,,NA,
HLS.S30.T21KUA.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21KUA_v0.1,21KUA,,,2022-04-07T04:50:46Z,,,,,NA,
HLS.S30.T21KUA.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21KUA_v0.1,21KUA,,,2022-04-07T09:52:35Z,,,,,NA,
HLS.S30.T21KUA.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21KUA_v0.1,21KUA,,,2022-04-07T17:55:57Z,,,,,NA,
HLS.S30.T21KUB.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21KUB_v0.1,21KUB,,,2022-04-06T21:42:52Z,,,,,NA,
HLS.S30.T21KUB.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21KUB_v0.1,21KUB,,,2022-04-07T04:37:08Z,,,,,NA,
HLS.S30.T21KUB.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21KUB_v0.1,21KUB,,,2022-04-07T10:00:24Z,,,,,NA,
HLS.S30.T21KUB.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21KUB_v0.1,21KUB,,,2022-04-07T17:54:06Z,,,,,NA,
HLS.L30.T21KUB.2022005T135203.v2.0,DIST-ALERT_2022005T135203_L30_T21KUB_v0.1,21KUB,,,2022-01-09T00:14:51Z,,,,,NA,
HLS.S30.T21KUT.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21KUT_v0.1,21KUT,,,2022-04-06T21:23:44Z,,,,,NA,
