HLS_ID,DIST_ID,MGRStile,sensingTime,availableTime,downloadTime,processedTime,softwareVersion,percentData,percentAnomaly,Errors,
HLS.S30.T21LTK.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LTK_v0.1,21LTK,,,2022-04-07T04:51:09Z,,,,,NA,
HLS.S30.T21LTK.2022007T141741.v2.0,DIST-ALERT_2022007T141741_S30_T21LTK_v0.1,21LTK,,,2022-04-07T12:06:56Z,,,,,NA,
HLS.S30.T21LUC.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LUC_v0.1,21LUC,,,2022-04-06T21:42:45Z,,,,,NA,
HLS.S30.T21LUC.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LUC_v0.1,21LUC,,,2022-04-07T04:51:01Z,,,,,NA,
HLS.S30.T21LUC.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LUC_v0.1,21LUC,,,2022-04-07T09:47:21Z,,,,,NA,
HLS.S30.T21LUC.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21LUC_v0.1,21LUC,,,2022-04-07T17:57:15Z,,,,,NA,
HLS.L30.T21LUC.2022005T135203.v2.0,DIST-ALERT_2022005T135203_L30_T21LUC_v0.1,21LUC,,,2022-01-07T07:31:38Z,,,,,NA,
HLS.S30.T21LUD.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LUD_v0.1,21LUD,,,2022-04-06T21:33:49Z,,,,,NA,
HLS.S30.T21LUD.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LUD_v0.1,21LUD,,,2022-04-07T04:46:18Z,,,,,NA,
HLS.S30.T21LUD.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LUD_v0.1,21LUD,,,2022-04-07T09:58:36Z,,,,,NA,
HLS.S30.T21LUD.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21LUD_v0.1,21LUD,,,2022-04-07T17:55:51Z,,,,,NA,
HLS.L30.T21LUD.2022005T135139.v2.0,DIST-ALERT_2022005T135139_L30_T21LUD_v0.1,21LUD,,,2022-01-07T07:32:37Z,,,,,NA,
HLS.S30.T21LUE.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LUE_v0.1,21LUE,,,2022-04-07T04:51:15Z,,,,,NA,
HLS.S30.T21LUE.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21LUE_v0.1,21LUE,,,2022-04-07T17:58:19Z,,,,,NA,
HLS.S30.T21LUF.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LUF_v0.1,21LUF,,,2022-04-07T04:43:03Z,,,,,NA,
HLS.S30.T21LUF.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21LUF_v0.1,21LUF,,,2022-04-07T17:56:54Z,,,,,NA,
HLS.S30.T21LUG.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LUG_v0.1,21LUG,,,2022-04-07T04:45:30Z,,,,,NA,
HLS.S30.T21LUG.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21LUG_v0.1,21LUG,,,2022-04-07T17:01:52Z,,,,,NA,
HLS.S30.T21LUH.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LUH_v0.1,21LUH,,,2022-04-07T04:48:02Z,,,,,NA,
HLS.S30.T21LUJ.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LUJ_v0.1,21LUJ,,,2022-04-07T04:49:04Z,,,,,NA,
HLS.S30.T20KRC.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T20KRC_v0.1,20KRC,,,2022-01-03T07:51:45Z,,,,,NA,
HLS.S30.T20KRC.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20KRC_v0.1,20KRC,,,2022-04-07T04:46:17Z,,,,,NA,
HLS.S30.T20KRC.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T20KRC_v0.1,20KRC,,,2022-04-07T09:51:46Z,,,,,NA,
HLS.S30.T20KRC.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T20KRC_v0.1,20KRC,,,2022-04-07T17:58:06Z,,,,,NA,
HLS.L30.T20KRC.2022005T135314.v2.0,DIST-ALERT_2022005T135314_L30_T20KRC_v0.1,20KRC,,,2022-01-07T07:49:40Z,,,,,NA,
HLS.S30.T21LUK.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LUK_v0.1,21LUK,,,2022-04-07T04:50:35Z,,,,,NA,
HLS.S30.T20KRD.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20KRD_v0.1,20KRD,,,2022-04-07T04:45:24Z,,,,,NA,
HLS.S30.T20KRD.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T20KRD_v0.1,20KRD,,,2022-04-07T17:58:05Z,,,,,NA,
HLS.L30.T20KRD.2022003T140512.v2.0,DIST-ALERT_2022003T140512_L30_T20KRD_v0.1,20KRD,,,2022-01-05T07:44:41Z,,,,,NA,
HLS.S30.T20KRE.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20KRE_v0.1,20KRE,,,2022-04-07T04:50:11Z,,,,,NA,
HLS.S30.T20KRE.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T20KRE_v0.1,20KRE,,,2022-04-07T17:41:46Z,,,,,NA,
HLS.L30.T20KRE.2022003T140448.v2.0,DIST-ALERT_2022003T140448_L30_T20KRE_v0.1,20KRE,,,2022-01-05T07:46:39Z,,,,,NA,
HLS.S30.T21LVC.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LVC_v0.1,21LVC,,,2022-04-06T21:40:41Z,,,,,NA,
HLS.S30.T21LVC.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LVC_v0.1,21LVC,,,2022-04-07T04:45:15Z,,,,,NA,
HLS.S30.T21LVC.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LVC_v0.1,21LVC,,,2022-04-07T09:59:28Z,,,,,NA,
HLS.L30.T21LVC.2022005T135203.v2.0,DIST-ALERT_2022005T135203_L30_T21LVC_v0.1,21LVC,,,2022-01-07T07:35:51Z,,,,,NA,
HLS.S30.T20KRF.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20KRF_v0.1,20KRF,,,2022-04-07T04:48:03Z,,,,,NA,
HLS.S30.T20KRF.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T20KRF_v0.1,20KRF,,,2022-04-07T17:55:27Z,,,,,NA,
HLS.L30.T20KRF.2022003T140448.v2.0,DIST-ALERT_2022003T140448_L30_T20KRF_v0.1,20KRF,,,2022-01-05T07:47:41Z,,,,,NA,
HLS.S30.T21LVD.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LVD_v0.1,21LVD,,,2022-01-03T10:42:42Z,,,,,NA,
HLS.S30.T21LVD.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LVD_v0.1,21LVD,,,2022-04-07T04:44:14Z,,,,,NA,
HLS.S30.T21LVD.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LVD_v0.1,21LVD,,,2022-04-07T09:55:25Z,,,,,NA,
HLS.S30.T21LVD.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21LVD_v0.1,21LVD,,,2022-04-07T17:43:34Z,,,,,NA,
HLS.L30.T21LVD.2022005T135139.v2.0,DIST-ALERT_2022005T135139_L30_T21LVD_v0.1,21LVD,,,2022-01-07T07:33:47Z,,,,,NA,
HLS.S30.T20KRG.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T20KRG_v0.1,20KRG,,,2022-04-07T04:47:58Z,,,,,NA,
HLS.S30.T20KRG.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T20KRG_v0.1,20KRG,,,2022-04-07T17:51:24Z,,,,,NA,
HLS.L30.T20KRG.2022003T140448.v2.0,DIST-ALERT_2022003T140448_L30_T20KRG_v0.1,20KRG,,,2022-01-07T01:13:44Z,,,,,NA,
HLS.S30.T21LVE.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LVE_v0.1,21LVE,,,2022-04-06T21:36:36Z,,,,,NA,
HLS.S30.T21LVE.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LVE_v0.1,21LVE,,,2022-04-07T04:51:45Z,,,,,NA,
HLS.S30.T21LVE.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LVE_v0.1,21LVE,,,2022-04-07T10:00:21Z,,,,,NA,
HLS.S30.T21LVE.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21LVE_v0.1,21LVE,,,2022-04-07T17:52:06Z,,,,,NA,
HLS.L30.T21LVE.2022005T135139.v2.0,DIST-ALERT_2022005T135139_L30_T21LVE_v0.1,21LVE,,,2022-01-09T00:13:47Z,,,,,NA,
HLS.S30.T21LVF.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LVF_v0.1,21LVF,,,2022-01-03T07:53:40Z,,,,,NA,
HLS.S30.T21LVF.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LVF_v0.1,21LVF,,,2022-04-07T04:34:03Z,,,,,NA,
HLS.S30.T21LVF.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LVF_v0.1,21LVF,,,2022-04-07T10:00:26Z,,,,,NA,
HLS.S30.T21LVF.2022009T141039.v2.0,DIST-ALERT_2022009T141039_S30_T21LVF_v0.1,21LVF,,,2022-04-07T17:59:11Z,,,,,NA,
HLS.L30.T21LVF.2022005T135139.v2.0,DIST-ALERT_2022005T135139_L30_T21LVF_v0.1,21LVF,,,2022-01-09T00:13:42Z,,,,,NA,
HLS.S30.T21LVG.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LVG_v0.1,21LVG,,,2022-04-06T21:26:57Z,,,,,NA,
HLS.S30.T21LVG.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LVG_v0.1,21LVG,,,2022-04-07T04:45:37Z,,,,,NA,
HLS.S30.T21LVG.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LVG_v0.1,21LVG,,,2022-04-07T10:01:40Z,,,,,NA,
HLS.S30.T21LVH.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LVH_v0.1,21LVH,,,2022-04-06T21:40:38Z,,,,,NA,
HLS.S30.T21LVH.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LVH_v0.1,21LVH,,,2022-04-07T04:50:43Z,,,,,NA,
HLS.S30.T21LVH.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LVH_v0.1,21LVH,,,2022-04-07T09:42:57Z,,,,,NA,
HLS.S30.T22KBC.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22KBC_v0.1,22KBC,,,2022-04-07T02:47:51Z,,,,,NA,
HLS.S30.T22KBC.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KBC_v0.1,22KBC,,,2022-04-07T07:14:39Z,,,,,NA,
HLS.S30.T22KBC.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T22KBC_v0.1,22KBC,,,2022-04-07T15:09:22Z,,,,,NA,
HLS.S30.T22KBC.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KBC_v0.1,22KBC,,,2022-01-12T10:35:42Z,,,,,NA,
HLS.L30.T22KBC.2022009T132831.v2.0,DIST-ALERT_2022009T132831_L30_T22KBC_v0.1,22KBC,,,2022-01-11T13:45:00Z,,,,,NA,
HLS.S30.T21LVJ.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LVJ_v0.1,21LVJ,,,2022-04-07T04:51:42Z,,,,,NA,
HLS.L30.T21LVJ.2022005T135027.v2.0,DIST-ALERT_2022005T135027_L30_T21LVJ_v0.1,21LVJ,,,2022-01-09T00:13:40Z,,,,,NA,
HLS.S30.T22KBD.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22KBD_v0.1,22KBD,,,2022-04-07T02:47:56Z,,,,,NA,
HLS.S30.T22KBD.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KBD_v0.1,22KBD,,,2022-04-07T07:16:23Z,,,,,NA,
HLS.S30.T22KBD.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T22KBD_v0.1,22KBD,,,2022-04-07T15:23:20Z,,,,,NA,
HLS.S30.T22KBD.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KBD_v0.1,22KBD,,,2022-04-07T20:47:24Z,,,,,NA,
HLS.L30.T22KBD.2022009T132831.v2.0,DIST-ALERT_2022009T132831_L30_T22KBD_v0.1,22KBD,,,2022-01-11T13:49:16Z,,,,,NA,
HLS.S30.T21LVK.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LVK_v0.1,21LVK,,,2022-04-07T04:52:06Z,,,,,NA,
HLS.S30.T22KBE.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22KBE_v0.1,22KBE,,,2022-04-07T02:52:38Z,,,,,NA,
HLS.S30.T22KBE.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KBE_v0.1,22KBE,,,2022-04-07T07:08:38Z,,,,,NA,
HLS.S30.T22KBE.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T22KBE_v0.1,22KBE,,,2022-04-07T15:21:05Z,,,,,NA,
HLS.S30.T22KBE.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KBE_v0.1,22KBE,,,2022-04-07T20:38:00Z,,,,,NA,
HLS.L30.T22KBE.2022007T134005.v2.0,DIST-ALERT_2022007T134005_L30_T22KBE_v0.1,22KBE,,,2022-01-09T08:13:42Z,,,,,NA,
HLS.S30.T22KBF.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22KBF_v0.1,22KBF,,,2022-04-07T02:16:54Z,,,,,NA,
HLS.S30.T22KBF.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T22KBF_v0.1,22KBF,,,2022-04-07T15:24:57Z,,,,,NA,
HLS.S30.T22KBF.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KBF_v0.1,22KBF,,,2022-04-07T20:37:53Z,,,,,NA,
HLS.L30.T22KBF.2022007T134005.v2.0,DIST-ALERT_2022007T134005_L30_T22KBF_v0.1,22KBF,,,2022-01-09T07:24:42Z,,,,,NA,
HLS.S30.T22KBG.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T22KBG_v0.1,22KBG,,,2022-04-07T02:50:03Z,,,,,NA,
HLS.S30.T22KBG.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T22KBG_v0.1,22KBG,,,2022-04-07T15:29:28Z,,,,,NA,
HLS.S30.T22KBG.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KBG_v0.1,22KBG,,,2022-04-07T20:46:24Z,,,,,NA,
HLS.L30.T22KBG.2022007T133941.v2.0,DIST-ALERT_2022007T133941_L30_T22KBG_v0.1,22KBG,,,2022-01-09T07:24:51Z,,,,,NA,
HLS.S30.T21LWC.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LWC_v0.1,21LWC,,,2022-04-06T21:43:48Z,,,,,NA,
HLS.S30.T21LWC.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LWC_v0.1,21LWC,,,2022-04-07T09:48:33Z,,,,,NA,
HLS.L30.T21LWC.2022005T135203.v2.0,DIST-ALERT_2022005T135203_L30_T21LWC_v0.1,21LWC,,,2022-01-07T07:34:37Z,,,,,NA,
HLS.S30.T21LWD.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LWD_v0.1,21LWD,,,2022-01-03T07:22:41Z,,,,,NA,
HLS.S30.T21LWD.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LWD_v0.1,21LWD,,,2022-04-07T09:55:08Z,,,,,NA,
HLS.L30.T21LWD.2022005T135139.v2.0,DIST-ALERT_2022005T135139_L30_T21LWD_v0.1,21LWD,,,2022-01-07T07:34:44Z,,,,,NA,
HLS.S30.T21LWE.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LWE_v0.1,21LWE,,,2022-04-06T21:43:40Z,,,,,NA,
HLS.S30.T21LWE.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LWE_v0.1,21LWE,,,2022-04-07T09:55:12Z,,,,,NA,
HLS.L30.T21LWE.2022005T135139.v2.0,DIST-ALERT_2022005T135139_L30_T21LWE_v0.1,21LWE,,,2022-01-09T00:16:49Z,,,,,NA,
HLS.S30.T21LWF.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LWF_v0.1,21LWF,,,2022-04-06T21:38:18Z,,,,,NA,
HLS.S30.T21LWF.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LWF_v0.1,21LWF,,,2022-04-07T09:50:09Z,,,,,NA,
HLS.S30.T21LWG.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LWG_v0.1,21LWG,,,2022-01-03T07:45:41Z,,,,,NA,
HLS.S30.T21LWG.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LWG_v0.1,21LWG,,,2022-04-07T04:51:23Z,,,,,NA,
HLS.S30.T21LWG.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LWG_v0.1,21LWG,,,2022-04-07T09:58:09Z,,,,,NA,
HLS.S30.T21LWH.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LWH_v0.1,21LWH,,,2022-04-06T21:44:22Z,,,,,NA,
HLS.S30.T21LWH.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LWH_v0.1,21LWH,,,2022-04-07T04:50:48Z,,,,,NA,
HLS.S30.T21LWH.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LWH_v0.1,21LWH,,,2022-04-07T09:54:07Z,,,,,NA,
HLS.L30.T21LWH.2022005T135027.v2.0,DIST-ALERT_2022005T135027_L30_T21LWH_v0.1,21LWH,,,2022-01-09T00:12:44Z,,,,,NA,
HLS.S30.T22KCC.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KCC_v0.1,22KCC,,,2022-04-07T07:20:33Z,,,,,NA,
HLS.S30.T22KCC.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KCC_v0.1,22KCC,,,2022-04-07T20:46:34Z,,,,,NA,
HLS.L30.T22KCC.2022009T132831.v2.0,DIST-ALERT_2022009T132831_L30_T22KCC_v0.1,22KCC,,,2022-01-11T13:44:39Z,,,,,NA,
HLS.S30.T21LWJ.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LWJ_v0.1,21LWJ,,,2022-01-03T07:52:44Z,,,,,NA,
HLS.S30.T21LWJ.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LWJ_v0.1,21LWJ,,,2022-04-07T04:50:57Z,,,,,NA,
HLS.S30.T21LWJ.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LWJ_v0.1,21LWJ,,,2022-04-07T10:00:16Z,,,,,NA,
HLS.L30.T21LWJ.2022005T135027.v2.0,DIST-ALERT_2022005T135027_L30_T21LWJ_v0.1,21LWJ,,,2022-01-09T00:19:16Z,,,,,NA,
HLS.S30.T22KCD.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KCD_v0.1,22KCD,,,2022-04-07T07:20:16Z,,,,,NA,
HLS.S30.T22KCD.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KCD_v0.1,22KCD,,,2022-04-07T20:33:22Z,,,,,NA,
HLS.L30.T22KCD.2022009T132807.v2.0,DIST-ALERT_2022009T132807_L30_T22KCD_v0.1,22KCD,,,2022-01-11T13:46:39Z,,,,,NA,
HLS.S30.T21LWK.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LWK_v0.1,21LWK,,,2022-04-06T21:19:10Z,,,,,NA,
HLS.S30.T21LWK.2022004T141051.v2.0,DIST-ALERT_2022004T141051_S30_T21LWK_v0.1,21LWK,,,2022-04-07T04:51:29Z,,,,,NA,
HLS.S30.T21LWK.2022006T140049.v2.0,DIST-ALERT_2022006T140049_S30_T21LWK_v0.1,21LWK,,,2022-04-07T09:56:16Z,,,,,NA,
HLS.L30.T21LWK.2022005T135027.v2.0,DIST-ALERT_2022005T135027_L30_T21LWK_v0.1,21LWK,,,2022-01-09T00:16:20Z,,,,,NA,
HLS.S30.T22KCE.2022005T134211.v2.0,DIST-ALERT_2022005T134211_S30_T22KCE_v0.1,22KCE,,,2022-04-07T07:12:04Z,,,,,NA,
HLS.S30.T22KCE.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KCE_v0.1,22KCE,,,2022-01-12T08:06:41Z,,,,,NA,
HLS.L30.T22KCE.2022009T132807.v2.0,DIST-ALERT_2022009T132807_L30_T22KCE_v0.1,22KCE,,,2022-01-11T13:46:45Z,,,,,NA,
HLS.S30.T22KCF.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KCF_v0.1,22KCF,,,2022-04-07T20:40:51Z,,,,,NA,
HLS.L30.T22KCF.2022009T132743.v2.0,DIST-ALERT_2022009T132743_L30_T22KCF_v0.1,22KCF,,,2022-01-11T14:04:48Z,,,,,NA,
HLS.S30.T22KCG.2022008T135111.v2.0,DIST-ALERT_2022008T135111_S30_T22KCG_v0.1,22KCG,,,2022-04-07T15:29:33Z,,,,,NA,
HLS.S30.T22KCG.2022010T134209.v2.0,DIST-ALERT_2022010T134209_S30_T22KCG_v0.1,22KCG,,,2022-01-12T12:22:46Z,,,,,NA,
HLS.L30.T22KCG.2022009T132743.v2.0,DIST-ALERT_2022009T132743_L30_T22KCG_v0.1,22KCG,,,2022-01-13T00:21:37Z,,,,,NA,
HLS.S30.T21LXC.2022001T140051.v2.0,DIST-ALERT_2022001T140051_S30_T21LXC_v0.1,21LXC,,,2022-04-06T21:42:54Z,,,,,NA,
HLS.S30.T21LXC.2022003T135109.v2.0,DIST-ALERT_2022003T135109_S30_T21LXC_v0.1,21LXC,,,2022-04-07T02:52:13Z,,,,,NA,
